device_type,iteration,particle,candidate,warmup_alpha,stable_alpha,drift_alpha,anchor_strength,confirmation_windows,stable_batch_size,threshold_ceiling,objective,feasible,stable_fpr,controlled_drift_fpr,worst_client_stable_fpr,worst_client_controlled_drift_fpr,detection_rate,worst_group_detection,mean_group_shortfall,maximum_group_shortfall
camera,4,2,pso,0.0764197483766384,9.794920372301867e-05,0.04237015390627972,0.417426570598332,8,56,1.3614467539818254,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,4,3,pso,0.049999999999999996,0.0006299590606100848,0.051126347259341454,0.2972675054971295,8,67,1.285772305589796,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,4,4,pso,0.049999999999999996,4.6211937007863723e-05,0.01654689564134944,0.31405894200268963,8,63,1.2113555789607102,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,4,5,pso,0.07822824925485508,0.00012133136767517003,0.053935802963444864,0.3689482768808955,8,72,1.3177034678633428,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,4,6,pso,0.08354078480719096,0.00012580983815860773,0.05537084593224551,0.5286880061038586,8,79,1.3715424235709053,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,4,7,pso,0.05905836321817365,0.00030441531378595083,0.0277847062415532,0.5854412176757483,8,41,1.344724010849208,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,4,8,pso,0.08814561457044888,0.0001381915687086668,0.04292754426293932,0.38555073301288884,8,102,1.029851359920533,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,5,1,pso,0.049999999999999996,0.00025691835406124145,0.08976071492637272,0.41012252672585264,8,58,1.1520051700713163,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,5,2,pso,0.08595268010771125,0.00011671602385951493,0.042464573091024825,0.47639791634368994,8,69,1.1297496694778308,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,5,3,pso,0.0693992178879692,0.0001633151795125196,0.05578828664160696,0.3957165541832311,8,69,1.268428554419503,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,5,4,pso,0.049999999999999996,6.433394092937873e-05,0.026283968690635828,0.4628211963707387,8,61,1.201992434458937,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,5,5,pso,0.07935852360331488,0.00010513236835239195,0.06197062421462434,0.38085189882358694,8,76,1.2783300686127483,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,5,6,pso,0.0857198899426981,8.930682570490713e-05,0.03889322415226457,0.43288356980901144,8,70,1.344822239364767,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,5,7,pso,0.09140704966302306,0.00026117950788810993,0.030208034075220352,0.5531803813317288,8,41,1.2274328016874851,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,5,8,pso,0.09131314499544427,0.00012911910354305095,0.047754399742343065,0.3736023460553591,8,81,1.0884640340540186,0.3004481349677079,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,6,1,pso,0.06091378892294352,5.439144961721983e-05,0.056894259223991175,0.4205573422259606,8,70,1.0366863333864533,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,6,2,pso,0.09887205917715465,0.00013047477457727368,0.044056393165100814,0.3339063992295199,8,84,1.0673037888966552,0.3004481349677079,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,6,3,pso,0.07233574107384627,0.00010460654959398429,0.04114577811186915,0.43973029979437006,8,73,1.2257468094935342,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,6,4,pso,0.07003627240754678,0.00014905407759166565,0.0726393105410923,0.4268103340814696,8,82,1.0968135282663765,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,6,5,pso,0.0821740573719198,0.00011615252309238788,0.03899701325202436,0.37257289115408704,8,74,1.2043422754959565,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,6,6,pso,0.08600405338576864,0.00013976085549015095,0.01625647964843894,0.2963072637973904,8,80,1.1141666382937214,0.3004481349677079,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,6,7,pso,0.08171161183743034,0.00016266111667409934,0.04719420036757801,0.3339106262618099,8,95,1.1455359792885238,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,6,8,pso,0.093597902090452,0.00012312514950537742,0.05145262454176696,0.3652384751850883,8,66,1.1294929059474583,0.3004481349677079,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,7,1,pso,0.12021061109883431,6.035857365098989e-05,0.05461394126873648,0.34494976365899876,8,90,1.0336256746220307,0.3189666534862264,True,0.009259259259259259,0.05555555555555555,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,7,2,pso,0.09922148830684227,0.00014062270064276055,0.04843327739678094,0.2696457786961301,8,93,1.0395143762641998,0.3097073942269672,True,0.009259259259259259,0.05092592592592592,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,7,3,pso,0.0643086656779471,0.00013766910066327967,0.0371773085941817,0.41360892421772477,8,82,1.1520822862798825,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,7,4,pso,0.09563702441171364,8.01618936935039e-05,0.02765578656052322,0.27373676801543806,8,75,1.0458222853683843,0.3097073942269672,True,0.009259259259259259,0.05092592592592592,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,7,5,pso,0.08774107750812447,0.0001293329682983193,0.03721732210782527,0.3618475330918355,8,73,1.2332285956295688,0.3004481349677079,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,7,6,pso,0.09354851835234887,0.00017467528379157518,0.020153188387015904,0.26531200876446065,8,87,1.0,0.3097073942269672,True,0.009259259259259259,0.05092592592592592,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,7,7,pso,0.08558491356816678,8.944610159026682e-05,0.06506328068409596,0.22175890071818272,8,128,1.023761401426657,0.3004481349677079,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,7,8,pso,0.09011525210449632,0.00012507973147524133,0.052614920922278145,0.37611170186133075,8,81,1.1186391167691891,0.3004481349677079,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,8,1,pso,0.07844162166492294,0.00011908495018683854,0.04845829674241483,0.38690923019752343,8,68,1.1419444945512478,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,8,2,pso,0.09176772267413477,0.00013415740887507828,0.051469133738648094,0.3934025591054818,8,81,1.0710161673152054,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,8,3,pso,0.05912963333006748,0.00024144351871422547,0.04072773104993117,0.34488705051089014,8,73,1.3331036842812192,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,8,4,pso,0.07830314358935704,2.8476048230664562e-05,0.010664961714855491,0.2945425277510014,8,64,1.1881802839466729,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,8,5,pso,0.09677946948665198,0.0001392477658759431,0.05155099677421943,0.3547790959201636,8,77,1.068996826772394,0.3004481349677079,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,8,6,pso,0.0936967037441709,0.0001290484459450902,0.0357739577866424,0.3546620949838243,8,88,1.0217948671718682,0.3004481349677079,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,8,7,pso,0.09477082628945849,6.744306955613807e-05,0.06184481823467549,0.15431310212806687,8,111,1.0059808337633946,0.3189666534862264,True,0.009259259259259259,0.05555555555555555,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,8,8,pso,0.08935032947819176,0.00012762548117889157,0.04433909982095343,0.3801875589500573,8,91,1.0246330417579346,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,9,1,pso,0.06412106737567756,0.00020661727155465117,0.04411673336744486,0.39732591396183053,8,53,1.1645253563031668,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,9,2,pso,0.08825243742485579,0.00011961004083933201,0.043910309020802424,0.47760587761858575,8,75,1.1002126524403804,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,9,3,pso,0.056337695553467126,0.00021328336028107525,0.05054686809493909,0.3263056564957305,8,74,1.214434108887198,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,9,4,pso,0.08318978696167431,0.00010178509758672383,0.01,0.34821895668483716,8,71,1.2717980784462628,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,9,5,pso,0.09953453851890705,0.00012957452071738423,0.04444535960922398,0.3783257080763688,8,83,1.1873075960768085,0.3004481349677079,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,9,6,pso,0.08409367687171032,0.00011429090234408798,0.0225842795185366,0.3961425981937098,8,81,1.1454555503864452,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,9,7,pso,0.09178088366889958,0.00018190998460071927,0.058068082446637664,0.19477052873684453,8,94,1.021059076316936,0.3189666534862264,True,0.009259259259259259,0.05555555555555555,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,9,8,pso,0.09276565104301854,0.000132757098369908,0.040956966339931886,0.36719962855157623,8,69,1.0114319420763815,0.3004481349677079,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,10,1,pso,0.08457581496742402,0.00017114007178471326,0.04360216428464688,0.3965172449102121,8,97,1.0797701539937914,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,10,2,pso,0.09672851730618102,0.00012961410570800022,0.04422851568515199,0.3211103575127868,8,88,1.0997688506643968,0.3004481349677079,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,10,3,pso,0.09735484539131516,0.00013746753385892758,0.05299792446704762,0.3248603332216329,8,76,1.0996001036557952,0.3004481349677079,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,10,4,pso,0.09365315642048702,4.683026757578414e-05,0.02905168260647691,0.3822705139018236,8,76,1.2760035610325462,0.3004481349677079,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,10,5,pso,0.08392195360650448,0.0001224701936134371,0.034296031595923065,0.37828170630434343,8,73,1.172669124717401,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,10,6,pso,0.07871058497889599,0.00014089859069003365,0.018755246838747058,0.33903473290731817,8,75,1.190107931528133,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,10,7,pso,0.0866206074360832,0.0002596161744288291,0.05955793971877699,0.26530873497602364,8,99,1.0769612665984307,0.3004481349677079,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
camera,10,8,pso,0.09114825141430985,0.00013225139331029436,0.04613105970165274,0.3732300609329235,8,70,1.1917532592552458,0.3004481349677079,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9169632265717675,0.0,0.0,0.0
edge-infrastructure,0,0,conservative,0.25,1e-05,0.05,0.25,32,64,1.3,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,1,1,pso,0.06968161840678258,4.9732403263248855e-05,0.03691842242667314,0.5830511714794321,17,112,1.0978271626426392,1000107.2629396876,False,0.0,0.041666666666666664,0.0,0.041666666666666664,0.7375886524822695,0.0,0.16249638240363823,0.99
edge-infrastructure,1,2,pso,0.12486597090508467,0.0006747665656360281,0.07275750287572891,0.5752148902376746,31,121,1.5560492156521362,1000107.2588343957,False,0.0,0.1111111111111111,0.0,0.1111111111111111,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,1,3,pso,0.3471743853321149,1.1285677956981615e-05,0.13023160245480478,0.5454153536492125,37,38,1.108475938388426,1000106.8146146674,False,0.0,0.0,0.0,0.0,0.7477203647416414,0.0,0.15604001371322698,0.99
edge-infrastructure,1,4,pso,0.4934371434904874,1.7197332731106297e-05,0.0580181424730525,0.16188313581402333,25,125,1.1659750681325864,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,1,5,pso,0.3183026724228026,0.0011780115566571547,0.025288986054096244,0.13060775303502858,51,67,1.1727277603700847,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,1,6,pso,0.08868654846740649,0.004516116689822561,0.08007524803092134,0.3376851408540528,14,118,1.1996721016812353,1000107.2167748004,False,0.0,0.0,0.0,0.0,0.7345491388044579,0.0,0.16407004514751375,0.99
edge-infrastructure,1,7,pso,0.4255529933494619,0.0027763661424232383,0.019398135633836352,0.5878714669370922,58,79,1.4345884991071052,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,1,8,pso,0.10597679806518515,0.0008979581586705092,0.04005890438143171,0.22901988926623473,47,59,1.422708935644581,1000107.005735131,False,0.0,0.1111111111111111,0.0,0.1111111111111111,0.7537993920972644,0.0,0.15320183534313375,0.99
edge-infrastructure,2,1,pso,0.08298999821951929,1.2478879822280189e-05,0.05537733320396891,0.5252169976358242,21,21,1.1046780990371525,1000107.2949344659,False,0.0,0.1111111111111111,0.0,0.1111111111111111,0.7416413373860182,0.0,0.1589736639873028,0.99
edge-infrastructure,2,2,pso,0.6002451602324166,3.623878717053797e-05,0.07823183695662343,0.5619111777514326,36,117,1.4431513017662219,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,2,3,pso,0.30038383321985623,1e-05,0.11761860775514388,0.5539184996824746,35,31,1.0698903151837458,1000106.8146146674,False,0.0,0.0,0.0,0.0,0.7477203647416414,0.0,0.15604001371322698,0.99
edge-infrastructure,2,4,pso,0.3449338956673568,1.5010251213274506e-05,0.08373162655005452,0.2880025316485577,33,63,1.164636303077168,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,2,5,pso,0.4292872735935324,1e-05,0.1539198972050495,0.3890100920445523,41,51,1.172444716945053,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,2,6,pso,0.5136640119099677,1e-05,0.1383213786430406,0.4513305777263956,28,108,1.0845171998173324,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,2,7,pso,0.4695973613285256,2.1111853971160284e-05,0.1399934433608425,0.5693205078358393,41,46,1.3629258730204337,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,2,8,pso,0.41575404757509654,0.00019522252193936095,0.07633087544419333,0.32464923091679854,42,34,1.0730125860461464,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,3,1,pso,0.49574171599639655,1.0386459443821011e-05,0.17433916916767958,0.5511328549331106,40,73,1.1087354504385478,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,3,2,pso,0.7500000000000001,1e-05,0.135366046629607,0.5483789761357217,40,72,1.2030632211261774,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,3,3,pso,0.3418852158714749,1.0290166654484527e-05,0.14406045972849413,0.5502064968842098,35,34,1.1074980113848925,1000106.8146146674,False,0.0,0.0,0.0,0.0,0.7477203647416414,0.0,0.15604001371322698,0.99
edge-infrastructure,3,4,pso,0.3426613054991957,1.3509661238289567e-05,0.10450957445496255,0.39938609805889397,37,56,1.1235436717983314,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,3,5,pso,0.48857141638860235,1e-05,0.24999999999999994,0.6,45,27,1.1161064052031193,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,3,6,pso,0.7500000000000001,1e-05,0.19159338008927396,0.589554237334142,44,16,1.0202236658983324,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,3,7,pso,0.4030876044019076,0.00017701126912716633,0.24297279663217997,0.5450450410673792,46,22,1.2439127979459228,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,3,8,pso,0.7500000000000001,3.062383970652682e-05,0.14133448606315008,0.5867458798138053,35,16,1.0,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,4,1,pso,0.7500000000000001,1e-05,0.24999999999999994,0.5659689035638967,50,88,1.1114005886145384,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,4,2,pso,0.5557166909704359,1e-05,0.13471551088569164,0.5417522713038123,41,73,1.0409803435920835,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,4,3,pso,0.38230317086743926,1.2338965077177193e-05,0.15462452104152727,0.5337462810804418,39,40,1.1344321937349322,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,4,4,pso,0.5895815678734386,1.2499888296786058e-05,0.07566470720877999,0.24170662776843488,32,102,1.107393962027758,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,4,5,pso,0.3545679174264707,0.0002583152420487264,0.014274709249326178,0.5414716032015671,49,39,1.0760708462036996,1000106.8146146674,False,0.0,0.0,0.0,0.0,0.7477203647416414,0.0,0.15604001371322698,0.99
edge-infrastructure,4,6,pso,0.4869875683825911,1e-05,0.12325021648149527,0.49972046798348047,43,61,1.0941816370090687,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,4,7,pso,0.3245123174217897,0.0033477362035296524,0.01,0.5314361226671656,51,74,1.2378465626652113,1000106.8146146674,False,0.0,0.0,0.0,0.0,0.7477203647416414,0.0,0.15604001371322698,0.99
edge-infrastructure,4,8,pso,0.7500000000000001,0.0001053364515355203,0.20006167102309547,0.3703489201541091,42,20,1.0,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,5,1,pso,0.5643599082132799,1e-05,0.18443461140003403,0.558141964419146,45,49,1.1060384896399456,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,5,2,pso,0.3659834818983891,1.3480841318628188e-05,0.07475653237544769,0.5712712731585459,35,68,1.51046600175515,1000106.8146146674,False,0.0,0.0,0.0,0.0,0.7477203647416414,0.0,0.15604001371322698,0.99
edge-infrastructure,5,3,pso,0.347145224365648,1.1831741649080642e-05,0.11860109638480634,0.5322255841341585,38,39,1.1306535574817993,1000106.8146146674,False,0.0,0.0,0.0,0.0,0.7477203647416414,0.0,0.15604001371322698,0.99
edge-infrastructure,5,4,pso,0.5390695484242937,1.1590667465206235e-05,0.06267095919893019,0.3371483056771295,31,128,1.1684033869195871,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,5,5,pso,0.27844149139370394,0.0020402011335355335,0.01,0.5031793737514711,38,48,1.0559248851664516,1000106.8146146674,False,0.0,0.0,0.0,0.0,0.7477203647416414,0.0,0.15604001371322698,0.99
edge-infrastructure,5,6,pso,0.37406452126933776,1e-05,0.10417844558832043,0.45144402900811514,18,79,1.1606536346399658,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,5,7,pso,0.2891415752116132,0.004101167346987046,0.03332351021368002,0.5327365962754704,45,69,1.144986582734372,1000106.8146146674,False,0.0,0.0,0.0,0.0,0.7477203647416414,0.0,0.15604001371322698,0.99
edge-infrastructure,5,8,pso,0.31826440648779175,0.00016015157783646458,0.19086522063891467,0.28482828432230045,43,59,1.0902221172999258,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,6,1,pso,0.2548920659041148,1.0570989969670856e-05,0.1111821247320305,0.5507486005136293,36,22,1.1059501381538104,1000106.6122003424,False,0.0,0.0,0.0,0.0,0.7598784194528876,0.0,0.1520038852662966,0.99
edge-infrastructure,6,2,pso,0.2551251242316014,1.2760618232839437e-05,0.06946177664862968,0.5784666724733973,34,62,1.3618374649014158,1000106.9455336757,False,0.0,0.1111111111111111,0.0,0.1111111111111111,0.7598784194528876,0.0,0.1520038852662966,0.99
edge-infrastructure,6,3,pso,0.32451241115694884,1.1038789711752634e-05,0.11790510619988805,0.5468119558289652,36,38,1.110938746862872,1000106.8146146674,False,0.0,0.0,0.0,0.0,0.7477203647416414,0.0,0.15604001371322698,0.99
edge-infrastructure,6,4,pso,0.34419609063795537,1.835767155467038e-05,0.10458895734533116,0.30830544597743154,33,46,1.183580917352268,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,6,5,pso,0.3071155893867951,0.0006013994875008739,0.07925719284972059,0.5133124072119755,38,35,1.1261439663557204,1000106.8146146674,False,0.0,0.0,0.0,0.0,0.7477203647416414,0.0,0.15604001371322698,0.99
edge-infrastructure,6,6,pso,0.42359253455699863,1e-05,0.12166329806977667,0.4702304448306382,32,62,1.0418637716584984,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,6,7,pso,0.291109200381682,0.004003461587686948,0.08487018659195442,0.5454147149848123,38,38,1.1424889091277364,1000106.7037282725,False,0.0,0.0,0.0,0.0,0.7507598784194529,0.0,0.15382532532832585,0.99
edge-infrastructure,6,8,pso,0.27098274625408036,1.5321809270186537e-05,0.13422917380170699,0.5470954113767597,42,29,1.1573298332574056,1000106.6435268173,False,0.0,0.0,0.0,0.0,0.756838905775076,0.0,0.15262737525148873,0.99
edge-infrastructure,7,1,pso,0.14612227710813572,1.098997294456787e-05,0.07801349780537854,0.5455732457797675,30,16,1.1058882921135156,1000107.2588343957,False,0.0,0.1111111111111111,0.0,0.1111111111111111,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,7,2,pso,0.3129307738813573,1.0900377554897323e-05,0.06844247144678962,0.5810617677480039,35,16,1.377578231191125,1000106.6796268874,False,0.0,0.0,0.0,0.0,0.7537993920972644,0.0,0.15334633714066337,0.99
edge-infrastructure,7,3,pso,0.31323667981325903,1e-05,0.11728363988348159,0.5589773020343213,35,28,1.0960288823983368,1000106.8146146674,False,0.0,0.0,0.0,0.0,0.7477203647416414,0.0,0.15604001371322698,0.99
edge-infrastructure,7,4,pso,0.2914896739150092,1.889554040443056e-05,0.10392213407844193,0.3307581622854931,27,16,1.146524433685258,1000106.9255010623,False,0.0,0.0,0.0,0.0,0.7446808510638298,0.0,0.15825470209812814,0.99
edge-infrastructure,7,5,pso,0.29432125412718596,1e-05,0.24999999999999994,0.5374384031526227,44,17,1.1003657452350384,1000106.8146146674,False,0.0,0.0,0.0,0.0,0.7477203647416414,0.0,0.15604001371322698,0.99
edge-infrastructure,7,6,pso,0.3108342833428608,1e-05,0.16336492290695706,0.5779388973547823,43,16,1.0222045270423192,1000106.6796268874,False,0.0,0.0,0.0,0.0,0.7537993920972644,0.0,0.15334633714066337,0.99
edge-infrastructure,7,7,pso,0.26203670725556266,1e-05,0.2190428743300438,0.5559465826862432,31,16,1.0998184342865631,1000106.6122003424,False,0.0,0.0,0.0,0.0,0.7598784194528876,0.0,0.1520038852662966,0.99
edge-infrastructure,7,8,pso,0.23804584282700278,1e-05,0.09089794598260546,0.6,36,16,1.1743935950758362,1000106.9455336757,False,0.0,0.1111111111111111,0.0,0.1111111111111111,0.7598784194528876,0.0,0.1520038852662966,0.99
