device_type,iteration,particle,candidate,warmup_alpha,stable_alpha,drift_alpha,anchor_strength,confirmation_windows,stable_batch_size,threshold_ceiling,objective,feasible,stable_fpr,controlled_drift_fpr,worst_client_stable_fpr,worst_client_controlled_drift_fpr,detection_rate,worst_group_detection,mean_group_shortfall,maximum_group_shortfall
sensor,3,7,pso,0.42296017905082717,0.00022266825244506236,0.24999999999999994,0.4583160649232898,8,128,1.4618468513068081,1000006.3446036945,False,0.0,0.0,0.0,0.0,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,3,8,pso,0.269856902916877,0.0003238730734663989,0.22925342245351563,0.46433622335688063,8,128,1.4085391959961588,1000006.3803179802,False,0.0,0.003968253968253968,0.0,0.027777777777777776,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,4,1,pso,0.45832225798996284,8.826652902148639e-05,0.16560882512385666,0.4949925930279226,8,127,1.4393235733524357,1000006.3446036945,False,0.0,0.0,0.0,0.0,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,4,2,pso,0.4682612762852895,9.434697044995203e-05,0.24999999999999994,0.45757056792001144,8,128,1.4296261970798012,1000006.3664290913,False,0.0,0.003968253968253968,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,4,3,pso,0.7500000000000001,0.00012552364189090417,0.24999999999999994,0.6,8,128,1.4213046083093923,1000006.3664290913,False,0.0,0.003968253968253968,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,4,4,pso,0.7215885269503959,1e-05,0.24999999999999994,0.5215617841241411,8,128,1.6,1000006.4100798849,False,0.0,0.011904761904761904,0.0,0.041666666666666664,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,4,5,pso,0.3962442878510712,1.3486288320007742e-05,0.18559022064589026,0.47373676228858047,8,128,1.423736384794067,1000006.4160322659,False,0.0,0.007936507936507936,0.0,0.05555555555555555,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,4,6,pso,0.7500000000000001,8.780985078312655e-05,0.24999999999999994,0.6,8,128,1.4216414889315732,1000006.3664290913,False,0.0,0.003968253968253968,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,4,7,pso,0.48103311450037944,0.00017709400787224323,0.24999999999999994,0.5039997156658563,8,128,1.4461721954096385,1000006.3446036945,False,0.0,0.0,0.0,0.0,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,4,8,pso,0.5772804160454584,8.93648816438753e-05,0.24999999999999994,0.5026950833972219,8,128,1.423655465874389,1000006.402143377,False,0.0,0.007936507936507936,0.0,0.041666666666666664,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,5,1,pso,0.5064279482155412,6.63310652582599e-05,0.21478539209401937,0.5358772323165447,8,127,1.422609078341273,1000006.3446036945,False,0.0,0.0,0.0,0.0,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,5,2,pso,0.44250901314995117,4.5227695420731016e-05,0.24999999999999994,0.4269137000088476,8,128,1.4623002309185442,1000006.3664290913,False,0.0,0.003968253968253968,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,5,3,pso,0.7500000000000001,7.868680307018922e-05,0.24999999999999994,0.6,8,128,1.421266871177431,1000006.3664290913,False,0.0,0.003968253968253968,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,5,4,pso,0.5423982284910609,6.72210990126496e-05,0.24999999999999994,0.5029841747412145,8,128,1.5144278680195131,1000006.3664290913,False,0.0,0.003968253968253968,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,5,5,pso,0.2255373485193063,0.0003505850440977843,0.11432621705046765,0.5188625183226279,8,128,1.3490382449720704,1000006.4200005198,False,0.0,0.00992063492063492,0.0,0.05555555555555555,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,5,6,pso,0.7500000000000001,0.00013342205514448038,0.24999999999999994,0.6,8,128,1.455366324182659,1000006.3664290913,False,0.0,0.003968253968253968,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,5,7,pso,0.44978053212167424,0.0001732729197545602,0.24999999999999994,0.510883167363877,8,128,1.4433402319283484,1000006.3624608374,False,0.0,0.001984126984126984,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,5,8,pso,0.3571363793668465,7.273953121459253e-05,0.24999999999999994,0.48542209651571794,8,128,1.4340165356202896,1000006.3803179802,False,0.0,0.003968253968253968,0.0,0.027777777777777776,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,6,1,pso,0.48551477723280706,6.97928021396407e-05,0.1907269682579575,0.5231137365832568,8,128,1.4539580342479685,1000006.3446036945,False,0.0,0.0,0.0,0.0,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,6,2,pso,0.44114252142766247,0.00010329507993132949,0.24999999999999994,0.5274193237622626,8,128,1.4297834067369144,1000006.398175123,False,0.0,0.005952380952380952,0.0,0.041666666666666664,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,6,3,pso,0.48117741639311745,0.00010008705175912417,0.24999999999999994,0.5439866907567609,8,128,1.4439992385684364,1000006.3624608374,False,0.0,0.001984126984126984,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,6,4,pso,0.37547513128885995,0.00034838223826858173,0.24999999999999994,0.4852655350125527,8,128,1.4279180939909029,1000006.3803179802,False,0.0,0.003968253968253968,0.0,0.027777777777777776,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,6,5,pso,0.3188901323763651,0.0005434521101680436,0.10357604646964423,0.5289767942147966,8,128,1.3511665300835871,1000006.398175123,False,0.0,0.005952380952380952,0.0,0.041666666666666664,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,6,6,pso,0.44596802127701757,7.55652133895906e-05,0.24999999999999994,0.5256886556369863,8,128,1.4330222630778326,1000006.398175123,False,0.0,0.005952380952380952,0.0,0.041666666666666664,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,6,7,pso,0.4055288359050334,0.00014942327613173126,0.24999999999999994,0.43788326814095824,8,128,1.4593563100609273,1000006.3446036945,False,0.0,0.0,0.0,0.0,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,6,8,pso,0.28084298846662675,0.0002735286436125298,0.24999999999999994,0.4485745248516615,8,128,1.4173451501431074,1000006.3803179802,False,0.0,0.003968253968253968,0.0,0.027777777777777776,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,7,1,pso,0.4190060155400408,0.00011069270058720572,0.17564889225288893,0.49576486667699693,8,128,1.4715756602122596,1000006.398175123,False,0.0,0.005952380952380952,0.0,0.041666666666666664,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,7,2,pso,0.4764476677905324,0.00017233108357722241,0.24999999999999994,0.5800544343144225,8,128,1.4131741654495111,1000006.4517465517,False,0.0,0.011904761904761904,0.0,0.08333333333333333,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,7,3,pso,0.3360770053825748,0.00011841506810849872,0.24999999999999994,0.4715502885463033,8,128,1.4538136323176467,1000006.3803179802,False,0.0,0.003968253968253968,0.0,0.027777777777777776,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,7,4,pso,0.4531395771191325,6.82904377653217e-05,0.24999999999999994,0.4974905114628845,8,128,1.409933256973589,1000006.3446036945,False,0.0,0.0,0.0,0.0,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,7,5,pso,0.4706372878286415,2.107153491681853e-05,0.10970616035824969,0.49031128938085616,8,128,1.3978106477502448,1000006.3624608374,False,0.0,0.001984126984126984,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,7,6,pso,0.575694812072592,6.902542655265718e-05,0.24999999999999994,0.5769328578427106,8,128,1.407339926186941,1000006.3446036945,False,0.0,0.0,0.0,0.0,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,7,7,pso,0.41609282337117015,9.568747555341747e-05,0.24999999999999994,0.46743917513224387,8,128,1.453384404500428,1000006.3624608374,False,0.0,0.001984126984126984,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,7,8,pso,0.26138700483892585,0.00018711773428946096,0.24999999999999994,0.44434697109561255,8,128,1.4242209535607542,1000006.3803179802,False,0.0,0.003968253968253968,0.0,0.027777777777777776,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,8,1,pso,0.43229792971632214,0.00010269884936396276,0.2032602814408621,0.4780686242113858,8,127,1.4540158045239504,1000006.3624608374,False,0.0,0.001984126984126984,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,8,2,pso,0.48069023269599764,0.00015389159976240244,0.24999999999999994,0.5914932359976721,8,128,1.4429727107109767,1000006.3803179802,False,0.0,0.003968253968253968,0.0,0.027777777777777776,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,8,3,pso,0.42788945892913893,9.032855172206782e-05,0.24999999999999994,0.49112053045491405,8,128,1.4421145203016952,1000006.398175123,False,0.0,0.005952380952380952,0.0,0.041666666666666664,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,8,4,pso,0.5299553546077631,2.9365323763024726e-05,0.24999999999999994,0.5062430920048593,8,128,1.4318907209952239,1000006.3664290913,False,0.0,0.003968253968253968,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,8,5,pso,0.616645318045553,1e-05,0.24999999999999994,0.46353778185008154,8,128,1.4746779739967557,1000006.4140481389,False,0.0,0.013888888888888888,0.0,0.041666666666666664,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,8,6,pso,0.5159167655291556,7.476314334836947e-05,0.24999999999999994,0.541399307227631,8,128,1.4177519188145409,1000006.3446036945,False,0.0,0.0,0.0,0.0,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,8,7,pso,0.5002835714671985,8.847442622199871e-05,0.24999999999999994,0.5023637645753899,8,128,1.4506675853960427,1000006.3624608374,False,0.0,0.001984126984126984,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,8,8,pso,0.4624427184137431,0.00017743380244218592,0.24999999999999994,0.48400079814643127,8,128,1.436184675153155,1000006.3624608374,False,0.0,0.001984126984126984,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,9,1,pso,0.46452624166997347,8.964340804819542e-05,0.24999999999999994,0.506458675905944,8,127,1.4295241973590427,1000006.3446036945,False,0.0,0.0,0.0,0.0,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,9,2,pso,0.457812238686643,4.04815503829757e-05,0.24999999999999994,0.5122237595205352,8,128,1.4589590496975213,1000006.3624608374,False,0.0,0.001984126984126984,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,9,3,pso,0.6501062229826242,8.496231501891656e-05,0.24999999999999994,0.5852673476035692,8,128,1.433535160187803,1000006.3624608374,False,0.0,0.001984126984126984,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,9,4,pso,0.47628564110328425,4.058382655746156e-05,0.24999999999999994,0.5058587840802734,8,128,1.4313355067647522,1000006.3446036945,False,0.0,0.0,0.0,0.0,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,9,5,pso,0.4563902162125049,5.288336437401784e-05,0.24999999999999994,0.5037578620037604,8,128,1.4759751603303017,1000006.3446036945,False,0.0,0.0,0.0,0.0,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,9,6,pso,0.5038182226130972,8.185738840513995e-05,0.24999999999999994,0.5178401926294779,8,128,1.429844892457737,1000006.3446036945,False,0.0,0.0,0.0,0.0,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,9,7,pso,0.40866723638315816,9.584253774508554e-05,0.24999999999999994,0.47087025749513406,8,128,1.4552038037523494,1000006.398175123,False,0.0,0.005952380952380952,0.0,0.041666666666666664,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,9,8,pso,0.6906125472555387,0.000149230965589333,0.24999999999999994,0.5257315941349444,8,128,1.4458069840754029,1000006.4100798849,False,0.0,0.011904761904761904,0.0,0.041666666666666664,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,10,1,pso,0.48093230780386065,7.837607781687099e-05,0.21053365232942625,0.5080751906655439,8,127,1.4295817219751468,1000006.3446036945,False,0.0,0.0,0.0,0.0,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,10,2,pso,0.44904297752643546,5.863835554428216e-05,0.24999999999999994,0.43864024551283193,8,128,1.4326536349690042,1000006.3664290913,False,0.0,0.003968253968253968,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,10,3,pso,0.40407589802035637,9.43558522961811e-05,0.24999999999999994,0.5139751179827643,8,128,1.4468331821955123,1000006.3803179802,False,0.0,0.003968253968253968,0.0,0.027777777777777776,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,10,4,pso,0.41610602262811064,0.00019154011469599237,0.24999999999999994,0.49406492212668573,8,128,1.4173847665378145,1000006.398175123,False,0.0,0.005952380952380952,0.0,0.041666666666666664,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,10,5,pso,0.3722150217889605,0.00020654480612195976,0.24999999999999994,0.5288222405571311,8,128,1.4288837431040853,1000006.3803179802,False,0.0,0.003968253968253968,0.0,0.027777777777777776,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,10,6,pso,0.5540629658137112,8.685022442867439e-05,0.24999999999999994,0.49602612267502794,8,128,1.4403735284519104,1000006.3664290913,False,0.0,0.003968253968253968,0.0,0.013888888888888888,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,10,7,pso,0.37526398950548173,0.00011349825315906443,0.24999999999999994,0.4542631478471,8,128,1.4521943602926561,1000006.4517465517,False,0.0,0.011904761904761904,0.0,0.08333333333333333,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
sensor,10,8,pso,0.463455137253273,6.987276491284393e-05,0.24999999999999994,0.4897053847040803,8,128,1.4342025583817752,1000006.3446036945,False,0.0,0.0,0.0,0.0,0.8786407766990292,0.0,0.003913571808308648,0.06142857142857142
camera,0,0,conservative,0.25,1e-05,0.05,0.25,32,64,1.3,1.0502108870436273,True,0.009259259259259259,0.25462962962962965,0.027777777777777776,0.4444444444444444,0.9217081850533808,0.0,0.0,0.0
camera,1,1,pso,0.2925051153702153,1.3126480128202435e-05,0.010665965162630625,0.5115669203810664,41,41,1.4510753630911695,1.2123072360616844,True,0.009259259259259259,0.27314814814814814,0.027777777777777776,0.5694444444444444,0.9205219454329775,0.0,0.0,0.0
camera,1,2,pso,0.10211654038263598,0.00013599025270423992,0.042708549422847866,0.5754230185716807,58,47,1.1671205786676255,1.4487742190589166,True,0.009259259259259259,0.30092592592592593,0.027777777777777776,0.75,0.9134045077105575,0.0,0.0,0.0
camera,1,3,pso,0.1567761574002937,1.025665287196461e-05,0.027030675229393782,0.5734647090549879,55,76,1.2912931275744925,1.4717444312640042,True,0.009259259259259259,0.3055555555555556,0.027777777777777776,0.7638888888888888,0.9169632265717675,0.0,0.0,0.0
camera,1,4,pso,0.6464355494033407,0.00039898754552667955,0.2080045266320635,0.5988349593507662,10,29,1.4567193027861083,0.39286279161724,True,0.009259259259259259,0.0787037037037037,0.027777777777777776,0.1388888888888889,0.9205219454329775,0.0,0.0,0.0
camera,1,5,pso,0.07035892236271685,8.368037392366284e-05,0.02626690894411835,0.3530747998243476,11,67,1.3332499372967934,0.37007051535521285,True,0.009259259259259259,0.06018518518518518,0.027777777777777776,0.1527777777777778,0.9134045077105575,0.0,0.0,0.0
camera,1,6,pso,0.06904391612947117,8.346339876322506e-05,0.050737968744265935,0.2171808108148136,31,62,1.0559883052941128,0.8700112033741928,True,0.009259259259259259,0.1712962962962963,0.027777777777777776,0.4305555555555556,0.9145907473309609,0.0,0.0,0.0
camera,1,7,pso,0.24575786836862568,1.5844354438962663e-05,0.06479348499987388,0.09557933377645847,38,111,1.173277756186975,1.3463885593778833,True,0.009259259259259259,0.3611111111111111,0.027777777777777776,0.5277777777777778,0.9240806642941874,0.0,0.0,0.0
camera,1,8,pso,0.06255838190567357,7.327674271953006e-05,0.039212488670328845,0.3866910837013883,16,16,1.5058493880560837,0.4719223672070647,True,0.009259259259259259,0.08333333333333333,0.027777777777777776,0.20833333333333334,0.9134045077105575,0.0,0.0,0.0
camera,2,1,pso,0.18687765277250365,2.2751754012665655e-05,0.021963381408079803,0.4386938514779934,40,75,1.3680599107931115,1.1430407275603005,True,0.009259259259259259,0.24537037037037038,0.027777777777777776,0.5555555555555556,0.9169632265717675,0.0,0.0,0.0
camera,2,2,pso,0.07957533061182716,0.00010378164822341509,0.04248219349909685,0.39342438624477205,8,72,1.2663290517513026,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,2,3,pso,0.05291271045404999,3.85061310927775e-05,0.03264569274116818,0.4680693750859745,49,76,1.3278568085514542,1.2635890338737314,True,0.009259259259259259,0.2638888888888889,0.027777777777777776,0.6388888888888888,0.9134045077105575,0.0,0.0,0.0
camera,2,4,pso,0.25642776217812324,0.00020509405846751025,0.032821318174846154,0.24676290972509168,11,82,1.287373061120116,0.415951627784368,True,0.009259259259259259,0.08333333333333333,0.027777777777777776,0.1527777777777778,0.9217081850533808,0.0,0.0,0.0
camera,2,5,pso,0.07959905009655159,8.387578640060672e-05,0.026702115913864517,0.3683818573977464,12,62,1.3691124551138203,0.4024186107816001,True,0.009259259259259259,0.06944444444444445,0.027777777777777776,0.16666666666666666,0.9145907473309609,0.0,0.0,0.0
camera,2,6,pso,0.06220580165408338,9.609656513063516e-05,0.023401481903135454,0.310397545385482,14,69,1.2232129213058167,0.42562607091076843,True,0.009259259259259259,0.07407407407407407,0.027777777777777776,0.18055555555555555,0.9134045077105575,0.0,0.0,0.0
camera,2,7,pso,0.10507451292105928,2.005916056075455e-05,0.025077458167589578,0.5086504662484118,24,99,1.3454974065860146,0.6987149070778964,True,0.009259259259259259,0.13425925925925927,0.027777777777777776,0.3333333333333333,0.9145907473309609,0.0,0.0,0.0
camera,2,8,pso,0.060409597716883104,5.927260477060395e-05,0.03342762182959667,0.413630483433183,10,50,1.29267753474885,0.3469223672070647,True,0.009259259259259259,0.05555555555555555,0.027777777777777776,0.1388888888888889,0.9134045077105575,0.0,0.0,0.0
camera,3,1,pso,0.0945835257198592,0.00019739376836252283,0.06361224455592854,0.33354473323553774,22,97,1.260370177980069,0.6522999868195598,True,0.009259259259259259,0.125,0.027777777777777776,0.3055555555555556,0.9169632265717675,0.0,0.0,0.0
camera,3,2,pso,0.06682763667802351,8.589136640218996e-05,0.04232445854678245,0.26602534361593605,8,89,1.3357749829098768,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,3,3,pso,0.049999999999999996,0.0003045487431518919,0.042639588157452224,0.3490710309036786,8,70,1.345608537690074,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,3,4,pso,0.13963872375622896,4.867252029097954e-05,0.021756176961017414,0.2300815233985648,8,70,1.2397377687488391,0.3187887175431659,True,0.009259259259259259,0.05555555555555555,0.027777777777777776,0.1111111111111111,0.9205219454329775,0.0,0.0,0.0
camera,3,5,pso,0.07868691116418844,0.00010493940857940785,0.03966296717414953,0.3598063198855835,8,65,1.3560630619324436,0.3005667589297482,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9145907473309609,0.0,0.0,0.0
camera,3,6,pso,0.07319834331979475,0.00011304951229713635,0.02342310436953001,0.47385078770521794,8,77,1.388337961231396,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,3,7,pso,0.05241291390200322,9.811844647535453e-05,0.026558272199229,0.6,8,60,1.3679144613983203,0.30074469487280875,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9110320284697508,0.0,0.0,0.0
camera,3,8,pso,0.072030253697557,8.659097157117857e-05,0.036418561193589896,0.4186576639396155,8,88,1.127390717608156,0.30062607091076843,True,0.009259259259259259,0.046296296296296294,0.027777777777777776,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
camera,4,1,pso,0.049999999999999996,0.0006830585154860227,0.11138090681491292,0.33848409454482076,8,78,1.1851769101534328,0.47655199683669436,True,0.032407407407407406,0.046296296296296294,0.06944444444444445,0.1111111111111111,0.9134045077105575,0.0,0.0,0.0
