model,average_ms,median_ms,maximum_ms
Baseline,0.20368188298019305,0.19940000493079424,0.6426999752875417
Drift Simulation,0.20310179424188513,0.19789999350905418,9.010400011902675
Adaptive Fisher-Weighted Z,0.2891879528577159,0.281100015854463,1.5380000113509595
