device_type,iteration,particle,candidate,warmup_alpha,stable_alpha,drift_alpha,anchor_strength,confirmation_windows,stable_batch_size,threshold_ceiling,objective,stable_fpr,controlled_drift_fpr,worst_client_stable_fpr,worst_client_controlled_drift_fpr,detection_rate,worst_group_detection,mean_group_shortfall,maximum_group_shortfall
doorbell,4,4,pso,0.0007352561374811388,6.728451013205855e-05,0.05535982585790756,0.5571845369103332,24,60,1.362232565833408,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,4,5,pso,0.0007930098150174614,0.00022159415466264668,0.052901257666641006,0.5819425787052821,23,57,1.2484721654194302,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,4,6,pso,0.0006143011093320363,0.0001238101690773011,0.05335351416590475,0.6,23,65,1.3984751364349743,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,4,7,pso,0.0004999999999999999,0.0005088893090132114,0.05263060328192385,0.6,26,58,1.2305530573707162,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,4,8,pso,0.0007559590227035973,5.326989516293566e-05,0.045499074689896106,0.6,14,63,1.4336067316849173,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,5,1,pso,0.0004999999999999999,0.0003192040530462841,0.03864077895877825,0.6,25,16,1.199282897694839,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,5,2,pso,0.0004999999999999999,0.0020000000000000005,0.05076481548344151,0.6,8,85,1.3883885792299129,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,5,3,pso,0.0004999999999999999,0.00021032456644022417,0.04111930522820898,0.6,9,66,1.0333360241729106,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,5,4,pso,0.0004999999999999999,0.0005521484030579978,0.050459698641237526,0.5570861902437129,19,54,1.3082746522947175,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,5,5,pso,0.0008942896247674623,0.00033196700449465217,0.05007142317737639,0.5833588423969222,25,57,1.2645322325903166,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,5,6,pso,0.0005679626288905495,0.0005043148193021707,0.05701566016785596,0.6,31,67,1.4566205441543567,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,5,7,pso,0.0004999999999999999,0.00020310598825760227,0.06551299362524816,0.6,27,55,1.3311646903444432,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,5,8,pso,0.0007786979027679243,5.596844473664817e-05,0.04576525898996005,0.6,25,70,1.298603221311108,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,6,1,pso,0.0006122701195669408,0.0003928677130741696,0.04547755984894039,0.6,24,44,1.4388825750961058,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,6,2,pso,0.0004999999999999999,0.00014013481070186933,0.05306890721871115,0.6,8,62,1.1366268220854128,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,6,3,pso,0.0005951359119873013,0.0002953838188764793,0.05951781598616602,0.6,10,76,1.3123245443070823,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,6,4,pso,0.0007805365119205421,0.0007709768484971203,0.0508103792833846,0.5858701079599026,26,52,1.2783180988792917,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,6,5,pso,0.0007822818696066555,0.0003436420253202359,0.04957168779383977,0.5837996808786636,24,58,1.2684154429402463,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,6,6,pso,0.0008041611132184667,0.00016651161762693947,0.05392761930002751,0.6,25,55,1.339393230825733,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,6,7,pso,0.0010159718976991974,0.0002722476590302935,0.07026047901543807,0.5818123569381883,23,55,1.4454490792010906,0.011618249813954032,0.001128158844765343,0.0014666064981949459,0.0012787723785166241,0.0016148566814695195,1.0,1.0,0.0,0.0
doorbell,6,8,pso,0.0008431055303437337,0.0005249940020280937,0.03292188342474954,0.5851936644820515,26,77,1.2927755616546062,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,7,1,pso,0.0030773158607305825,0.0019087617099279495,0.04806618048441123,0.599662994007772,28,50,1.577868793817414,0.01204573866809079,0.001128158844765343,0.00157942238267148,0.0012787723785166241,0.0018167137666532096,1.0,1.0,0.0,0.0
doorbell,7,2,pso,0.0005630516280774514,3.513501038278857e-05,0.05937331454175915,0.6,15,48,1.0091226323526485,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,7,3,pso,0.0008097794869006171,0.0016945728890264001,0.1,0.6,16,40,1.3648952879991372,0.011618249813954032,0.001128158844765343,0.0014666064981949459,0.0012787723785166241,0.0016148566814695195,1.0,1.0,0.0,0.0
doorbell,7,4,pso,0.0009812936558086436,2.3420384490739488e-05,0.05480726092376671,0.573026069972762,27,64,1.2862022975786533,0.011618249813954032,0.001128158844765343,0.0014666064981949459,0.0012787723785166241,0.0016148566814695195,1.0,1.0,0.0,0.0
doorbell,7,5,pso,0.0006854682903057839,0.00023192470708033203,0.04968467285062704,0.5824620376314052,23,58,1.2511306659568702,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,7,6,pso,0.0007362520818272398,0.00012609082438690036,0.05143252233689797,0.6,19,58,1.2565166318160452,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,7,7,pso,0.0009891303770279414,0.00037752847065207257,0.05306197086885341,0.5733455840482824,22,74,1.3173270661467662,0.011618249813954032,0.001128158844765343,0.0014666064981949459,0.0012787723785166241,0.0016148566814695195,1.0,1.0,0.0,0.0
doorbell,7,8,pso,0.0009089112404543982,0.0010738795766557074,0.03552535983223231,0.5744702953428407,23,70,1.2643069767617052,0.011618249813954032,0.001128158844765343,0.0014666064981949459,0.0012787723785166241,0.0016148566814695195,1.0,1.0,0.0,0.0
doorbell,8,1,pso,0.003195969629029341,0.000586129924601318,0.04196109063912632,0.5893775752201891,30,34,1.4182627570205677,0.01204573866809079,0.001128158844765343,0.00157942238267148,0.0012787723785166241,0.0018167137666532096,1.0,1.0,0.0,0.0
doorbell,8,2,pso,0.000760196615250064,0.00014513794279102016,0.053031100714628326,0.6,19,51,1.2988092567003418,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,8,3,pso,0.0005797626662608257,0.000761902161027714,0.0571796575928446,0.6,14,40,1.2277642799708393,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,8,4,pso,0.0008036500702295038,0.00010979709829107121,0.054574755289710355,0.5535424297182397,19,64,1.2532986759398081,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,8,5,pso,0.0007210953746352555,0.00021565524567752114,0.05162427268617761,0.5822375677420805,24,58,1.2418416819908624,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,8,6,pso,0.0006563565605909695,0.00016451327254008994,0.05125012665416086,0.6,22,68,1.1987694233534132,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,8,7,pso,0.0004999999999999999,0.0003907186405331406,0.057827949988998394,0.5830106685154779,24,77,1.265571678203826,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,8,8,pso,0.0007842197938360566,5.097606899413429e-05,0.05077608442624211,0.5858520284972222,18,58,1.3453359058029595,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,9,1,pso,0.0014025071403525895,0.0003099018778151133,0.04972813798435971,0.581970737002748,22,34,1.1819975885550997,0.011618249813954032,0.001128158844765343,0.0014666064981949459,0.0012787723785166241,0.0016148566814695195,1.0,1.0,0.0,0.0
doorbell,9,2,pso,0.0006842246886897428,0.0020000000000000005,0.06575372318906225,0.6,21,67,1.421527573355617,0.011618249813954032,0.001128158844765343,0.0014666064981949459,0.0012787723785166241,0.0016148566814695195,1.0,1.0,0.0,0.0
doorbell,9,3,pso,0.0005573730221207293,0.0003875386630063533,0.05928305095404737,0.597361630379933,8,59,1.123089144082368,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,9,4,pso,0.0006216112834522164,0.00040329873635868075,0.051854839604064965,0.5609653740358256,23,55,1.3186724027876333,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,9,5,pso,0.0007960574851458033,0.0003032876696338328,0.052301006400478044,0.5835465606958622,24,57,1.2455566177409008,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,9,6,pso,0.0005894823979559272,0.00021720175138230458,0.05333604131654552,0.5998036677275524,26,57,1.2115811907388512,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,9,7,pso,0.0008695104706319326,0.00032003250869746814,0.0576219625175892,0.6,25,64,1.324099794541726,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,9,8,pso,0.0007228132161498219,1.3157395142930776e-05,0.029879662633023694,0.5943580319316253,20,67,1.3836834542276009,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,10,1,pso,0.0006245833460160796,0.0006054466600721205,0.045954822068718044,0.5940392922916737,20,23,1.2111188166872688,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,10,2,pso,0.0006344616419050109,0.0020000000000000005,0.06169943107529702,0.5806756124244933,15,67,1.1267705052672574,0.011618249813954032,0.001128158844765343,0.0014666064981949459,0.0012787723785166241,0.0016148566814695195,1.0,1.0,0.0,0.0
doorbell,10,3,pso,0.0006097423046542086,0.0003779581852520906,0.08134674806021298,0.5770200664586205,25,67,1.220977276257866,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,10,4,pso,0.0007069110632537684,0.00014301429666030183,0.052800874235444245,0.5791440375276842,28,52,1.3427367834634807,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,10,5,pso,0.000804254170333975,0.00034943238188387733,0.05092780860672005,0.5840056273402842,24,58,1.264010238143038,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,10,6,pso,0.0006048277512473639,0.00026016373555714725,0.053683997688672075,0.5795960867732263,21,59,1.3372635636120462,0.011190760959817274,0.001128158844765343,0.0013537906137184115,0.0012787723785166241,0.0014129995962858296,1.0,1.0,0.0,0.0
doorbell,10,7,pso,0.001028278167951995,0.00026712803236039675,0.050903836492023444,0.6,25,53,1.4128289984402018,0.011618249813954032,0.001128158844765343,0.0014666064981949459,0.0012787723785166241,0.0016148566814695195,1.0,1.0,0.0,0.0
doorbell,10,8,pso,0.0007678465868895941,0.0018988090261775428,0.020002992607172282,0.5893556017793178,26,75,1.2660814442421597,0.011618249813954032,0.001128158844765343,0.0014666064981949459,0.0012787723785166241,0.0016148566814695195,1.0,1.0,0.0,0.0
thermostat,0,0,conservative,0.002,1e-05,0.03,0.35,32,64,1.3,0.009223318077803196,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9986000000000002,0.998,0.0,0.0
thermostat,1,1,pso,0.010082506942881621,1.2610384616917938e-05,0.005309200145945849,0.5276456621299634,41,41,1.4510753630911695,0.009223318077803196,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9986000000000002,0.998,0.0,0.0
thermostat,1,2,pso,0.0016840477416136534,9.255113898198559e-05,0.019309692942906822,0.5798915606495569,58,47,1.1671205786676255,0.009223318077803196,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9986000000000002,0.998,0.0,0.0
thermostat,1,3,pso,0.003491155185043948,1.0218401607935744e-05,0.01261505337976703,0.5782893074086265,55,76,1.2912931275744925,0.009223318077803196,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9986000000000002,0.998,0.0,0.0
thermostat,1,4,pso,0.038835004931298045,0.00023169229850922936,0.08426931202293282,0.5990467849233542,10,29,1.4567193027861083,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
thermostat,1,5,pso,0.0008938094506145977,6.117735036236693e-05,0.012282990038603813,0.39797029076537527,11,67,1.3332499372967934,0.009223318077803196,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9986000000000002,0.998,0.0,0.0
thermostat,1,6,pso,0.0008655876531571652,6.104208569098598e-05,0.02266767432535624,0.2867842997575748,31,62,1.0559883052941128,0.009223318077803196,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9986000000000002,0.998,0.0,0.0
thermostat,1,7,pso,0.007498299885421975,1.4804875474249933e-05,0.028460544084051808,0.18729218218073873,38,111,1.173277756186975,0.00921331807780319,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9988000000000002,0.998,0.0,0.0
thermostat,1,8,pso,0.0007319134325964535,5.463039054666651e-05,0.01783430494170094,0.4254745230284086,16,16,1.5058493880560837,0.009223318077803196,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9986000000000002,0.998,0.0,0.0
thermostat,2,1,pso,0.014728033431064578,2.858195558097657e-05,0.036415067293596316,0.5861914362208954,40,21,1.428098547011689,0.00921331807780319,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9988000000000002,0.998,0.0,0.0
thermostat,2,2,pso,0.0021207647142726517,0.00012036857478988075,0.023732989828048334,0.6,8,34,1.3402783001876557,0.009223318077803196,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9986000000000002,0.998,0.0,0.0
thermostat,2,3,pso,0.04665514599835595,7.303524465869617e-05,0.01534133903470202,0.6,48,68,1.35412100726551,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
thermostat,2,4,pso,0.04381210497969047,0.0002540502370984513,0.08086784906174435,0.5927157109648907,10,35,1.4686075572468855,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
thermostat,2,5,pso,0.021717293355710328,7.520978283013138e-05,0.014364738529825413,0.6,11,35,1.5042761222215453,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
thermostat,2,6,pso,0.0007379473005811498,0.0003791570571340562,0.08849590987629295,0.5258756714978582,13,36,1.3057847153569566,0.009223318077803196,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9986000000000002,0.998,0.0,0.0
thermostat,2,7,pso,0.0297160177339881,1.8336588416992166e-05,0.0780946644974515,0.6,23,92,1.463463416042414,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
thermostat,2,8,pso,0.008449083040897367,6.341381358542797e-05,0.059754384709477935,0.4914334542024358,8,23,1.4320893655210516,0.009223318077803196,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9986000000000002,0.998,0.0,0.0
thermostat,3,1,pso,0.02914269136172113,0.0005862838786691984,0.1,0.6,23,16,1.4259632085680023,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
thermostat,3,2,pso,0.0052767664800706365,0.00027635960712524315,0.1,0.6,8,26,1.2922898630161048,0.009223318077803196,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9986000000000002,0.998,0.0,0.0
thermostat,3,3,pso,0.049999999999999996,0.0010937854941696745,0.04211353341613098,0.6,8,16,1.4111785683416018,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
thermostat,3,4,pso,0.0427631415994283,0.00023542262486367924,0.08359395323504748,0.5974499845661967,10,31,1.4614159461737213,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
thermostat,3,5,pso,0.049999999999999996,0.0002841007748255142,0.07099988041594224,0.6,10,16,1.6,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
thermostat,3,6,pso,0.033752824653265574,0.00017465211829496523,0.050344794702810954,0.6,8,46,1.4060364771390486,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
thermostat,3,7,pso,0.049999999999999996,0.0001912844772673333,0.1,0.6,8,16,1.6,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
thermostat,3,8,pso,0.004684450272539016,0.00021880439632190584,0.05132254829921786,0.5955546246845186,8,29,1.4371998528025893,0.009223318077803196,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9986000000000002,0.998,0.0,0.0
thermostat,4,1,pso,0.049999999999999996,0.0020000000000000005,0.1,0.6,8,27,1.4254467887832611,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
thermostat,4,2,pso,0.049999999999999996,0.00034275819615477203,0.1,0.5897014013828906,13,52,1.302575878886515,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
thermostat,4,3,pso,0.049999999999999996,0.00015345816194986198,0.1,0.6,16,44,1.4773176473872227,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
thermostat,4,4,pso,0.03334103141795313,0.00021402120133319326,0.08566808172432036,0.6,10,26,1.4541675907421077,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
thermostat,4,5,pso,0.049999999999999996,0.00014467301435551933,0.09610581958359,0.6,11,23,1.5173820118890218,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
thermostat,4,6,pso,0.049999999999999996,0.0001038144908179068,0.07136966377520514,0.6,8,40,1.531204988093481,0.009203318077803198,0.0015255530129672007,0.0,0.0015255530129672007,0.0,0.9990000000000001,0.998,0.0,0.0
