model,average_ms,median_ms,maximum_ms
Baseline,0.21449477181613402,0.20739997853524983,46.994199976325035
Drift Simulation,0.21266324573818857,0.20640000002458692,0.5795999895781279
Adaptive Fisher-Weighted Z,0.3195041299359641,0.3087999939452857,2.0326999947428703
