device_type,feature,fisher_weight,weight_source
Home Automation,average,1.1813501161751718,held-out benign enrollment (domain-shift Fisher)
Home Automation,var_e,0.6869066507934231,held-out benign enrollment (domain-shift Fisher)
Home Automation,q1_e,0.9012491372328858,held-out benign enrollment (domain-shift Fisher)
Home Automation,q3_e,1.171583966236667,held-out benign enrollment (domain-shift Fisher)
Home Automation,iqr_e,0.3802934449684795,held-out benign enrollment (domain-shift Fisher)
Home Automation,ttl,0.768241586844423,held-out benign enrollment (domain-shift Fisher)
Home Automation,inter_arrival_time,0.14301835955512057,held-out benign enrollment (domain-shift Fisher)
Audio,L4_tcp,2.135781586513986,held-out benign enrollment (domain-shift Fisher)
Audio,L4_udp,1.7773024487939344,held-out benign enrollment (domain-shift Fisher)
Audio,L7_http,1.5585314397812025,held-out benign enrollment (domain-shift Fisher)
Audio,L7_https,1.4102899104380697,held-out benign enrollment (domain-shift Fisher)
Audio,protocol,1.4437899017068136,held-out benign enrollment (domain-shift Fisher)
Audio,most_freq_prot,3.324979333699415,held-out benign enrollment (domain-shift Fisher)
Audio,cnt,1.9804398980720037,held-out benign enrollment (domain-shift Fisher)
Audio,port_class_src,0.23300546301531824,held-out benign enrollment (domain-shift Fisher)
Audio,port_class_dst,0.23929464871945966,held-out benign enrollment (domain-shift Fisher)
Audio,most_freq_sport,2.286263816740915,held-out benign enrollment (domain-shift Fisher)
Audio,most_freq_dport,0.4458164722113256,held-out benign enrollment (domain-shift Fisher)
Audio,DNS_count,0.49324916659350815,held-out benign enrollment (domain-shift Fisher)
Audio,NTP_count,0.1086156377921054,held-out benign enrollment (domain-shift Fisher)
Audio,ARP_count,0.09937175372469215,held-out benign enrollment (domain-shift Fisher)
Audio,L3_ip_dst_count,1.039904768853249,held-out benign enrollment (domain-shift Fisher)
Audio,pck_size,0.9562244162939906,held-out benign enrollment (domain-shift Fisher)
Audio,total_length,0.9562050344262522,held-out benign enrollment (domain-shift Fisher)
Audio,sum_et,1.0978975728709144,held-out benign enrollment (domain-shift Fisher)
Audio,min_et,0.8512522570127331,held-out benign enrollment (domain-shift Fisher)
Audio,max_et,0.5070441560527983,held-out benign enrollment (domain-shift Fisher)
Audio,med_et,1.254910451048822,held-out benign enrollment (domain-shift Fisher)
Audio,average_et,1.1978227289515806,held-out benign enrollment (domain-shift Fisher)
Audio,var,0.26249342740231235,held-out benign enrollment (domain-shift Fisher)
Audio,q1,1.1485956091017873,held-out benign enrollment (domain-shift Fisher)
Audio,q3,0.996024775314436,held-out benign enrollment (domain-shift Fisher)
Audio,iqr,0.239298192122929,held-out benign enrollment (domain-shift Fisher)
Audio,ethernet_frame_size,0.9562407867204938,held-out benign enrollment (domain-shift Fisher)
Audio,sum_e,1.149976579888637,held-out benign enrollment (domain-shift Fisher)
Audio,min_e,0.8747923578181741,held-out benign enrollment (domain-shift Fisher)
Audio,max_e,0.5547070492562878,held-out benign enrollment (domain-shift Fisher)
Audio,med,1.270580978922631,held-out benign enrollment (domain-shift Fisher)
Audio,average,1.2332472827223053,held-out benign enrollment (domain-shift Fisher)
Audio,var_e,0.29126917857047835,held-out benign enrollment (domain-shift Fisher)
Audio,q1_e,1.1348691711649121,held-out benign enrollment (domain-shift Fisher)
Audio,q3_e,1.0517822500283196,held-out benign enrollment (domain-shift Fisher)
Audio,iqr_e,0.3048430300835779,held-out benign enrollment (domain-shift Fisher)
Audio,ttl,0.47952091357198473,held-out benign enrollment (domain-shift Fisher)
Audio,inter_arrival_time,0.6537655539976356,held-out benign enrollment (domain-shift Fisher)
